precinct,precinct_key,district_num,district_code,area_weight,vote_weight,source_votes
ADAMS - ABI,ADAMS - ABI,090,090,1,1,0.0052029225
ALLEN - AAA,ALLEN - AAA,078,078,1,1,0.0000921299
ALLEN - AAC,ALLEN - AAC,078,078,0.9999993605,0.9999993605,0.0002130856
ALLEN - AAC,ALLEN - AAC,082,082,0.0000006395,0.0000006395,0.0000000001
ALLEN - AAE,ALLEN - AAE,078,078,0.9999993086,0.9999993086,0.0001627155
ALLEN - AAE,ALLEN - AAE,082,082,0.0000006914,0.0000006914,0.0000000001
ALLEN - AAG,ALLEN - AAG,078,078,1,1,0.0000578827
ALLEN - AAH,ALLEN - AAH,078,078,1,1,0.0004196712
ALLEN - AAJ,ALLEN - AAJ,078,078,1,1,0.0000255708
ALLEN - AAK,ALLEN - AAK,078,078,1,1,0.0000323464
ALLEN - AAO,ALLEN - AAO,078,078,1,1,0.0001198893
ALLEN - AAP,ALLEN - AAP,078,078,1,1,0.0000283109
ALLEN - AAQ,ALLEN - AAQ,078,078,1,1,0.0000094178
ALLEN - AAW,ALLEN - AAW,078,078,1,1,0.0002550749
ALLEN - AAX,ALLEN - AAX,078,078,1,1,0.0001752336
ALLEN - AAY,ALLEN - AAY,078,078,1,1,0.0001276397
ALLEN - ABE,ALLEN - ABE,078,078,1,1,0.0000674128
ALLEN - ABF,ALLEN - ABF,078,078,1,1,0.000081178
ALLEN - ABH,ALLEN - ABH,078,078,1,1,0.0000317447
ALLEN - ABI,ALLEN - ABI,078,078,1,1,0.0000379272
ALLEN - ABP,ALLEN - ABP,078,078,1,1,0.0000759373
ALLEN - ABQ,ALLEN - ABQ,078,078,1,1,0.0001220483
ALLEN - ABR,ALLEN - ABR,078,078,1,1,0.0001934297
ALLEN - ABT,ALLEN - ABT,078,078,1,1,0.0000479544
ALLEN - ABW,ALLEN - ABW,078,078,1,1,0.000064417
ALLEN - ABX,ALLEN - ABX,078,078,1,1,0.000183873
ALLEN - ABZ,ALLEN - ABZ,078,078,1,1,0.0002058958
ALLEN - ACD,ALLEN - ACD,078,078,1,1,0.0004086218
ALLEN - ACE,ALLEN - ACE,078,078,1,1,0.0000873302
ALLEN - ACG,ALLEN - ACG,078,078,1,1,0.0000342303
ALLEN - ACT,ALLEN - ACT,078,078,1,1,0.004649171
ALLEN - ACU,ALLEN - ACU,078,078,1,1,0.0048474325
ALLEN - ACW,ALLEN - ACW,078,078,1,1,0.0000526112
ALLEN - ACX,ALLEN - ACX,078,078,1,1,0.0000361352
ALLEN - ACY,ALLEN - ACY,078,078,1,1,0.0000684101
ALLEN - ACZ,ALLEN - ACZ,78,78,1,1,0.0000778081
ALLEN - ADA,ALLEN - ADA,078,078,1,1,0.0011766628
ALLEN - ADB,ALLEN - ADB,078,078,1,1,0.0009297274
ALLEN - ADC,ALLEN - ADC,078,078,1,1,0.0001625847
ALLEN - ADD,ALLEN - ADD,078,078,1,1,0.0002876671
ALLEN - ADE,ALLEN - ADE,78,78,1,1,0.0004429903
ALLEN - ADF,ALLEN - ADF,078,078,1,1,0.0004018659
ALLEN - ADG,ALLEN - ADG,078,078,1,1,0.0013738416
ALLEN - ADI,ALLEN - ADI,078,078,1,1,0.0006921132
ALLEN - ADQ,ALLEN - ADQ,078,078,1,1,0.0002937632
ALLEN - ADR,ALLEN - ADR,078,078,1,1,0.0001040134
ALLEN - ADT,ALLEN - ADT,078,078,0.9999999311,0.9999999311,0.0057663796
ALLEN - ADT,ALLEN - ADT,083,083,0.0000000689,0.0000000689,0.0000000004
ALLEN - ADU,ALLEN - ADU,078,078,1,1,0.0000604467
ALLEN - ADW,ALLEN - ADW,078,078,1,1,0.0041412963
ALLEN - ADY,ALLEN - ADY,078,078,1,1,0.0005106954
ALLEN - ADZ,ALLEN - ADZ,078,078,1,1,0.0005764169
ALLEN - AEA,ALLEN - AEA,078,078,1,1,0.0001369639
ALLEN - AEB,ALLEN - AEB,078,078,1,1,0.0000344914
ALLEN - AEC,ALLEN - AEC,078,078,1,1,0.0008426152
ALLEN - AED,ALLEN - AED,078,078,1,1,0.0012392976
ALLEN - AEE,ALLEN - AEE,078,078,1,1,0.0012299078
ALLEN - AEF,ALLEN - AEF,078,078,1,1,0.0005913265
ALLEN - AEG,ALLEN - AEG,078,078,1,1,0.0015531532
ALLEN - AEN,ALLEN - AEN,078,078,1,1,0.0054744105
ALLEN - AEO,ALLEN - AEO,078,078,1,1,0.0000563403
ALLEN - AEQ,ALLEN - AEQ,078,078,0.9999999793,0.9999999793,0.0044229241
ALLEN - AEQ,ALLEN - AEQ,083,083,0.0000000207,0.0000000207,0.0000000001
ALLEN - AES,ALLEN - AES,078,078,0.9999995843,0.9999995843,0.0059348155
ALLEN - AES,ALLEN - AES,082,082,0.0000004157,0.0000004157,0.0000000025
ALLEN - AET,ALLEN - AET,078,078,0.9999991978,0.9999991978,0.0053054345
ALLEN - AET,ALLEN - AET,082,082,0.0000008022,0.0000008022,0.0000000043
ALLEN - AEW,ALLEN - AEW,078,078,1,1,0.000061859
ALLEN - AEX,ALLEN - AEX,078,078,0.9999999839,0.9999999839,0.0054275385
ALLEN - AEX,ALLEN - AEX,082,082,0.0000000161,0.0000000161,0.0000000001
ALLEN - AEY,ALLEN - AEY,078,078,1,1,0.0045166505
ALLEN - AEZ,ALLEN - AEZ,078,078,1,1,0.0046116238
ALLEN - AFB,ALLEN - AFB,078,078,1,1,0.002688024
ALLEN - AFC,ALLEN - AFC,078,078,1,1,0.0010563549
ALLEN - AFE,ALLEN - AFE,078,078,1,1,0.0001694203
ALLEN - AFF,ALLEN - AFF,078,078,0.9999999947,0.9999999947,0.0055894964
ALLEN - AFF,ALLEN - AFF,083,083,0.0000000053,0.0000000053,0
ALLEN - AFG,ALLEN - AFG,078,078,0.99999975,0.99999975,0.0052184543
ALLEN - AFG,ALLEN - AFG,082,082,0.00000025,0.00000025,0.0000000013
ALLEN - AFI,ALLEN - AFI,078,078,1,1,0.000069815
ALLEN - AFJ,ALLEN - AFJ,078,078,1,1,0.0000658974
ALLEN - AFK,ALLEN - AFK,078,078,1,1,0.0002309078
ALLEN - AFN,ALLEN - AFN,078,078,1,1,0.0002201185
ALLEN - AFO,ALLEN - AFO,078,078,1,1,0.0004546136
ALLEN - AFP,ALLEN - AFP,078,078,1,1,0.0000105382
ALLEN - AFQ,ALLEN - AFQ,078,078,1,1,0.0012489331
ALLEN - AFR,ALLEN - AFR,078,078,1,1,0.0010458115
ALLEN - AFS,ALLEN - AFS,078,078,1,1,0.0001990289
ALLEN - AFT,ALLEN - AFT,078,078,1,1,0.0002202699
ALLEN - AFU,ALLEN - AFU,078,078,1,1,0.0001267057
ALLEN - AFV,ALLEN - AFV,078,078,1,1,0.0006008179
ALLEN - AGB,ALLEN - AGB,078,078,1,1,0.0002292262
ALLEN - AGC,ALLEN - AGC,078,078,1,1,0.0005086625
ALLEN - AGD,ALLEN - AGD,078,078,1,1,0.0012586926
ALLEN - AGI,ALLEN - AGI,078,078,0.9999999822,0.9999999822,0.0061748161
ALLEN - AGI,ALLEN - AGI,082,082,0.0000000178,0.0000000178,0.0000000001
ALLEN - AGK,ALLEN - AGK,078,078,1,1,0.0001381067
ALLEN - AGL,ALLEN - AGL,078,078,1,1,0.000129714
ALLEN - AGN,ALLEN - AGN,078,078,0.9999999999,0.9999999999,0.0066942975
ASHLAND - AAA,ASHLAND - AAA,067,067,1,1,0.0001159671
ASHLAND - AAB,ASHLAND - AAB,067,067,1,1,0.0000547169
ASHLAND - AAC,ASHLAND - AAC,067,067,1,1,0.0001613197
ASHLAND - AAD,ASHLAND - AAD,067,067,1,1,0.0001365368
ASHLAND - AAF,ASHLAND - AAF,067,067,1,1,0.0001107518
ASHLAND - AAG,ASHLAND - AAG,067,067,1,1,0.0000418617
ASHLAND - AAH,ASHLAND - AAH,067,067,1,1,0.0000371594
ASHLAND - AAI,ASHLAND - AAI,067,067,1,1,0.0001736059
ASHLAND - AAJ,ASHLAND - AAJ,067,067,1,1,0.0000336733
ASHLAND - AAQ,ASHLAND - AAQ,067,067,1,1,0.0000225736
ASHLAND - AAS,ASHLAND - AAS,067,067,1,1,0.0001017457
ASHLAND - AAU,ASHLAND - AAU,067,067,1,1,0.0002695118
ASHLAND - AAV,ASHLAND - AAV,067,067,1,1,0.0001294481
ASHLAND - AAZ,ASHLAND - AAZ,067,067,1,1,0.0003501776
ASHLAND - ABB,ASHLAND - ABB,067,067,1,1,0.0000602814
ASHLAND - ABC,ASHLAND - ABC,067,067,1,1,0.0001644658
ASHLAND - ABD,ASHLAND - ABD,067,067,1,1,0.0003534796
ASHLAND - ABG,ASHLAND - ABG,067,067,1,1,0.006734338
ASHLAND - ABI,ASHLAND - ABI,067,067,1,1,0.005420537
ASHLAND - ABJ,ASHLAND - ABJ,067,067,0.9981202034,0.9981202034,0.0044947399
ASHLAND - ABJ,ASHLAND - ABJ,098,098,0.0018797966,0.0018797966,0.0000084651
ASHLAND - ABN,ASHLAND - ABN,067,067,0.9997198955,0.9997198955,0.0089191058
ASHLAND - ABN,ASHLAND - ABN,098,098,0.0002801045,0.0002801045,0.000002499
ASHLAND - ABO,ASHLAND - ABO,067,067,0.9919772144,0.9919772144,0.000209665
ASHLAND - ABO,ASHLAND - ABO,098,098,0.0080227856,0.0080227856,0.0000016957
ASHLAND - ABP,ASHLAND - ABP,067,067,1,1,0.0000320128
ASHLAND - ABQ,ASHLAND - ABQ,067,067,0.9918104544,0.9918104544,0.0000583046
ASHLAND - ABQ,ASHLAND - ABQ,098,098,0.0081895456,0.0081895456,0.0000004814
ASHLAND - ABS,ASHLAND - ABS,067,067,1,1,0.0020404024
ASHLAND - ABT,ASHLAND - ABT,067,067,0.9999999295,0.9999999295,0.0064136706
ASHLAND - ABT,ASHLAND - ABT,077,077,0.0000000705,0.0000000705,0.0000000005
ASHLAND - ABV,ASHLAND - ABV,067,067,0.9998550186,0.9998550186,0.0055535273
ASHLAND - ABV,ASHLAND - ABV,077,077,0.0000000634,0.0000000634,0.0000000004
ASHLAND - ABV,ASHLAND - ABV,098,098,0.000144918,0.000144918,0.0000008049
ASHLAND - ABY,ASHLAND - ABY,067,067,1,1,0.0019961387
ASHLAND - ABZ,ASHLAND - ABZ,067,067,1,1,0.0017833119
ASHLAND - ACA,ASHLAND - ACA,067,067,0.9999999043,0.9999999043,0.0025074136
ASHLAND - ACA,ASHLAND - ACA,076,076,0.0000000957,0.0000000957,0.0000000002
ASHLAND - ACB,ASHLAND - ACB,067,067,1,1,0.0001005165
ASHLAND - ACC,ASHLAND - ACC,067,067,1,1,0.0045577351
ASHLAND - ACE,ASHLAND - ACE,067,067,1,1,0.0027613498
ASHLAND - ACF,ASHLAND - ACF,067,067,1,1,0.0011429328
ASHLAND - ACH,ASHLAND - ACH,067,067,1,1,0.001750322
ASHLAND - ACI,ASHLAND - ACI,067,067,1,1,0.0040153082
ASHLAND - ACJ,ASHLAND - ACJ,067,067,1,1,0.003290541
ASHLAND - ACK,ASHLAND - ACK,067,067,1,1,0.0032220942
ASHLAND - ACL,ASHLAND - ACL,067,067,0.999999723,0.999999723,0.0042200103
ASHLAND - ACL,ASHLAND - ACL,077,077,0.000000277,0.000000277,0.0000000012
ASHLAND - ACM,ASHLAND - ACM,067,067,0.9999999707,0.9999999707,0.0041946534
ASHLAND - ACM,ASHLAND - ACM,077,077,0.0000000293,0.0000000293,0.0000000001
ASHLAND - ACN,ASHLAND - ACN,067,067,0.9999999955,0.9999999955,0.0072140334
ASHLAND - ACN,ASHLAND - ACN,089,089,0.0000000045,0.0000000045,0
ASHLAND - ACO,ASHLAND - ACO,067,067,1,1,0.0035500923
ASHLAND - ACP,ASHLAND - ACP,067,067,1,1,0.0035403166
ASHLAND - ACQ,ASHLAND - ACQ,067,067,1,1,0.0046902947
ASHLAND - ACS,ASHLAND - ACS,067,067,1,1,0.0040032525
ASHLAND - ACT,ASHLAND - ACT,067,067,1,1,0.0029502985
ASHLAND - ACU,ASHLAND - ACU,067,067,1,1,0.0031240322
ASHLAND - ACV,ASHLAND - ACV,067,067,0.9999993923,0.9999993923,0.0019381113
ASHLAND - ACV,ASHLAND - ACV,076,076,0.0000006077,0.0000006077,0.0000000012
ASHTABULA - AAA,ASHTABULA - AAA,099,099,1,1,0.0001509659
ASHTABULA - AAB,ASHTABULA - AAB,099,099,1,1,0.0000341119
ASHTABULA - AAC,ASHTABULA - AAC,099,099,1,1,0.0000271403
ASHTABULA - AAD,ASHTABULA - AAD,099,099,1,1,0.0000367196
ASHTABULA - AAE,ASHTABULA - AAE,099,099,1,1,0.0000588215
ASHTABULA - AAF,ASHTABULA - AAF,099,099,1,1,0.0000382131
ASHTABULA - AAG,ASHTABULA - AAG,099,099,1,1,0.0000304284
ASHTABULA - AAH,ASHTABULA - AAH,099,099,1,1,0.0001006765
ASHTABULA - AAI,ASHTABULA - AAI,099,099,1,1,0.0001025126
ASHTABULA - AAJ,ASHTABULA - AAJ,099,099,1,1,0.0003149097
ASHTABULA - AAK,ASHTABULA - AAK,099,099,1,1,0.0001337391
ASHTABULA - AAL,ASHTABULA - AAL,099,099,1,1,0.0001035003
ASHTABULA - AAM,ASHTABULA - AAM,099,099,1,1,0.000049374
ASHTABULA - AAN,ASHTABULA - AAN,099,099,1,1,0.0001326551
ASHTABULA - AAO,ASHTABULA - AAO,099,099,1,1,0.0001049108
ASHTABULA - AAP,ASHTABULA - AAP,099,099,1,1,0.0001541744
ASHTABULA - AAQ,ASHTABULA - AAQ,099,099,1,1,0.0000816969
ASHTABULA - AAR,ASHTABULA - AAR,099,099,1,1,0.0000346839
ASHTABULA - AAS,ASHTABULA - AAS,099,099,1,1,0.0000936379
ASHTABULA - AAT,ASHTABULA - AAT,099,099,1,1,0.0000313477
ASHTABULA - AAU,ASHTABULA - AAU,099,099,1,1,0.0000905626
ASHTABULA - AAV,ASHTABULA - AAV,099,099,1,1,0.0000311787
ASHTABULA - AAW,ASHTABULA - AAW,099,099,1,1,0.0000469017
ASHTABULA - AAX,ASHTABULA - AAX,099,099,1,1,0.0000489122
ASHTABULA - AAY,ASHTABULA - AAY,099,099,1,1,0.0000422943
ASHTABULA - AAZ,ASHTABULA - AAZ,099,099,1,1,0.0000634108
ASHTABULA - ABA,ASHTABULA - ABA,099,099,1,1,0.0000644583
ASHTABULA - ABB,ASHTABULA - ABB,099,099,1,1,0.0003091255
ASHTABULA - ABC,ASHTABULA - ABC,099,099,1,1,0.001204464
ASHTABULA - ABD,ASHTABULA - ABD,099,099,1,1,0.0000614792
ASHTABULA - ABE,ASHTABULA - ABE,099,099,1,1,0.0000513498
ASHTABULA - ABF,ASHTABULA - ABF,065,065,0.005350125,0.005350125,0.0000030981
ASHTABULA - ABF,ASHTABULA - ABF,099,099,0.994649875,0.994649875,0.0005759683
ASHTABULA - ABG,ASHTABULA - ABG,099,099,1,1,0.0000864631
ASHTABULA - ABH,ASHTABULA - ABH,099,099,1,1,0.0000835767
ASHTABULA - ABI,ASHTABULA - ABI,099,099,1,1,0.0029062285
ASHTABULA - ABJ,ASHTABULA - ABJ,099,099,1,1,0.0006468353
ASHTABULA - ABK,ASHTABULA - ABK,099,099,1,1,0.0002375518
ASHTABULA - ABL,ASHTABULA - ABL,099,099,1,1,0.0001423814
ASHTABULA - ABM,ASHTABULA - ABM,099,099,1,1,0.0001555889
ASHTABULA - ABN,ASHTABULA - ABN,099,099,1,1,0.0007108694
ASHTABULA - ABO,ASHTABULA - ABO,099,099,1,1,0.0001664325
ASHTABULA - ABP,ASHTABULA - ABP,099,099,1,1,0.0000865513
ASHTABULA - ABQ,ASHTABULA - ABQ,99,99,1,1,0.0001712823
ASHTABULA - ABR,ASHTABULA - ABR,099,099,1,1,0.0001100101
ASHTABULA - ABS,ASHTABULA - ABS,099,099,1,1,0.0000397859
ASHTABULA - ABT,ASHTABULA - ABT,099,099,1,1,0.0002435341
ASHTABULA - ABU,ASHTABULA - ABU,099,099,1,1,0.000129219
ASHTABULA - ABV,ASHTABULA - ABV,099,099,1,1,0.0001104213
ASHTABULA - ABW,ASHTABULA - ABW,099,099,1,1,0.0000627959
ASHTABULA - ABX,ASHTABULA - ABX,099,099,1,1,0.0001469758
ASHTABULA - ABY,ASHTABULA - ABY,099,099,1,1,0.0002188393
ASHTABULA - ABZ,ASHTABULA - ABZ,065,065,1,1,0.0035678961
ASHTABULA - ACA,ASHTABULA - ACA,065,065,1,1,0.0034235238
ASHTABULA - ACB,ASHTABULA - ACB,065,065,1,1,0.0001711025
ASHTABULA - ACC,ASHTABULA - ACC,065,065,1,1,0.0002098804
ASHTABULA - ACD,ASHTABULA - ACD,099,099,1,1,0.0001318688
ASHTABULA - ACG,ASHTABULA - ACG,099,099,1,1,0.000368566
ASHTABULA - ACH,ASHTABULA - ACH,099,099,1,1,0.0020512141
ASHTABULA - ACI,ASHTABULA - ACI,099,099,1,1,0.0000864403
ASHTABULA - ACJ,ASHTABULA - ACJ,099,099,1,1,0.0005968443
ASHTABULA - ACK,ASHTABULA - ACK,099,099,1,1,0.0000573179
ASHTABULA - ACL,ASHTABULA - ACL,099,099,1,1,0.000116425
ASHTABULA - ACM,ASHTABULA - ACM,065,065,0.0000039423,0.0000039423,0.000000002
ASHTABULA - ACM,ASHTABULA - ACM,099,099,0.9999960577,0.9999960577,0.0005049412
ASHTABULA - ACO,ASHTABULA - ACO,065,065,1,1,0.0031327004
ASHTABULA - ACP,ASHTABULA - ACP,065,065,0.9976188213,0.9976188213,0.0038696155
ASHTABULA - ACP,ASHTABULA - ACP,099,099,0.0023811787,0.0023811787,0.0000092362
ASHTABULA - ACQ,ASHTABULA - ACQ,065,065,1,1,0.0067451207
ASHTABULA - ACR,ASHTABULA - ACR,065,065,1,1,0.0068777704
ASHTABULA - ACS,ASHTABULA - ACS,065,065,1,1,0.0068318857
ASHTABULA - ACT,ASHTABULA - ACT,065,065,1,1,0.0064776331
ASHTABULA - ACU,ASHTABULA - ACU,099,099,1,1,0.0014617634
ASHTABULA - ACV,ASHTABULA - ACV,057,057,0.0000010216,0.0000010216,0.000000002
ASHTABULA - ACV,ASHTABULA - ACV,099,099,0.9999989784,0.9999989784,0.0019468825
ASHTABULA - ACW,ASHTABULA - ACW,099,099,1,1,0.0016586697
ASHTABULA - ACX,ASHTABULA - ACX,099,099,1,1,0.0004912642
ASHTABULA - ACY,ASHTABULA - ACY,099,099,1,1,0.0003444969
ASHTABULA - ACZ,ASHTABULA - ACZ,099,099,1,1,0.0002952444
ASHTABULA - ADA,ASHTABULA - ADA,057,057,0.0000000109,0.0000000109,0
ASHTABULA - ADA,ASHTABULA - ADA,099,099,0.9999999891,0.9999999891,0.0029485313
ASHTABULA - ADB,ASHTABULA - ADB,099,099,1,1,0.0029474588
ASHTABULA - ADC,ASHTABULA - ADC,099,099,1,1,0.0013571344
ASHTABULA - ADD,ASHTABULA - ADD,065,065,1,1,0.0035716117
ASHTABULA - ADE,ASHTABULA - ADE,065,065,1,1,0.0033945227
ASHTABULA - ADF,ASHTABULA - ADF,065,065,1,1,0.0020204109
ASHTABULA - ADG,ASHTABULA - ADG,065,065,0.9998733437,0.9998733437,0.0021357
ASHTABULA - ADG,ASHTABULA - ADG,099,099,0.0001266563,0.0001266563,0.0000002705
ASHTABULA - ADH,ASHTABULA - ADH,065,065,1,1,0.0023852812
ASHTABULA - ADI,ASHTABULA - ADI,065,065,1,1,0.0001886966
ASHTABULA - ADJ,ASHTABULA - ADJ,065,065,1,1,0.000073754
ASHTABULA - ADK,ASHTABULA - ADK,065,065,1,1,0.0002952338
ASHTABULA - ADL,ASHTABULA - ADL,065,065,1,1,0.0001536166
ASHTABULA - ADM,ASHTABULA - ADM,065,065,0.9998151221,0.9998151221,0.0013263372
ASHTABULA - ADM,ASHTABULA - ADM,099,099,0.0001848779,0.0001848779,0.0000002453
ASHTABULA - ADN,ASHTABULA - ADN,065,065,0.9999997224,0.9999997224,0.0022899008
ASHTABULA - ADN,ASHTABULA - ADN,099,099,0.0000002776,0.0000002776,0.0000000006
ASHTABULA - ADO,ASHTABULA - ADO,065,065,1,1,0.0034010407
ASHTABULA - ADP,ASHTABULA - ADP,065,065,1,1,0.0034086427
ASHTABULA - ADQ,ASHTABULA - ADQ,065,065,1,1,0.0054634605
ASHTABULA - ADR,ASHTABULA - ADR,065,065,1,1,0.0053486917
ASHTABULA - ADS,ASHTABULA - ADS,065,065,1,1,0.000281263
ASHTABULA - ADT,ASHTABULA - ADT,065,065,0.99999994,0.99999994,0.006173631
ASHTABULA - ADT,ASHTABULA - ADT,099,099,0.00000006,0.00000006,0.0000000004
ASHTABULA - ADU,ASHTABULA - ADU,065,065,1,1,0.0069523587
ASHTABULA - ADV,ASHTABULA - ADV,099,099,1,1,0.0012471569
ASHTABULA - ADW,ASHTABULA - ADW,065,065,0.0148822667,0.0148822667,0.0000063101
ASHTABULA - ADW,ASHTABULA - ADW,099,099,0.9851177333,0.9851177333,0.0004176906
ASHTABULA - ADX,ASHTABULA - ADX,065,065,0.0080418871,0.0080418871,0.0000023602
ASHTABULA - ADX,ASHTABULA - ADX,099,099,0.9919581129,0.9919581129,0.0002911238
ASHTABULA - ADY,ASHTABULA - ADY,065,065,0.0004258794,0.0004258794,0.0000002294
ASHTABULA - ADY,ASHTABULA - ADY,099,099,0.9995741206,0.9995741206,0.0005384899
ASHTABULA - ADZ,ASHTABULA - ADZ,065,065,1,1,0.0061528544
ASHTABULA - AEA,ASHTABULA - AEA,065,065,1,1,0.0004874713
ASHTABULA - AEB,ASHTABULA - AEB,065,065,1,1,0.0078700255
ASHTABULA - AEC,ASHTABULA - AEC,099,099,1,1,0.0019941235
ASHTABULA - AED,ASHTABULA - AED,065,065,0.0000537786,0.0000537786,0.0000001495
ASHTABULA - AED,ASHTABULA - AED,099,099,0.9999462214,0.9999462214,0.0027792494
ASHTABULA - AEE,ASHTABULA - AEE,099,099,1,1,0.001497918
ASHTABULA - AEF,ASHTABULA - AEF,065,065,1,1,0.007170298
ASHTABULA - AEG,ASHTABULA - AEG,065,065,1,1,0.0062647512
ASHTABULA - AEH,ASHTABULA - AEH,099,099,1,1,0.0015919652
ASHTABULA - AEI,ASHTABULA - AEI,099,099,1,1,0.0002353097
ASHTABULA - AEJ,ASHTABULA - AEJ,099,099,1,1,0.00142043
ASHTABULA - AEK,ASHTABULA - AEK,099,099,1,1,0.0020454289
ASHTABULA - AEL,ASHTABULA - AEL,099,099,1,1,0.0003977251
ASHTABULA - AEM,ASHTABULA - AEM,099,099,1,1,0.0000777094
ASHTABULA - AEN,ASHTABULA - AEN,099,099,1,1,0.0001106118
ASHTABULA - AEO,ASHTABULA - AEO,099,099,1,1,0.0019764178
ASHTABULA - AEP,ASHTABULA - AEP,099,099,1,1,0.0006640149
ASHTABULA - AEQ,ASHTABULA - AEQ,065,065,0.9992303654,0.9992303654,0.0021164235
ASHTABULA - AEQ,ASHTABULA - AEQ,099,099,0.0007696346,0.0007696346,0.0000016301
ASHTABULA - AER,ASHTABULA - AER,065,065,1,1,0.0044056206
ASHTABULA - AES,ASHTABULA - AES,099,099,1,1,0.0035948548
ASHTABULA - AET,ASHTABULA - AET,065,065,0.0007207708,0.0007207708,0.0000025918
ASHTABULA - AET,ASHTABULA - AET,099,099,0.9992792292,0.9992792292,0.0035932454
ASHTABULA - AEU,ASHTABULA - AEU,065,065,1,1,0.006740768
ASHTABULA - AEV,ASHTABULA - AEV,065,065,1,1,0.0035010056
ASHTABULA - AEW,ASHTABULA - AEW,065,065,1,1,0.0036313352
ASHTABULA - AEX,ASHTABULA - AEX,065,065,1,1,0.0035614516
ASHTABULA - AEY,ASHTABULA - AEY,065,065,0.9999996903,0.9999996903,0.0033417419
ASHTABULA - AEY,ASHTABULA - AEY,099,099,0.0000003097,0.0000003097,0.000000001
ASHTABULA - AEZ,ASHTABULA - AEZ,065,065,1,1,0.0007967738
ATHENS - AAA,ATHENS - AAA,094,094,1,1,0.0000130219
ATHENS - AAB,ATHENS - AAB,094,094,1,1,0.0000769966
ATHENS - AAC,ATHENS - AAC,094,094,1,1,0.0004591503
ATHENS - AAD,ATHENS - AAD,094,094,1,1,0.0001561169
ATHENS - AAE,ATHENS - AAE,094,094,1,1,0.0000408829
ATHENS - AAG,ATHENS - AAG,094,094,1,1,0.0001103617
ATHENS - AAH,ATHENS - AAH,094,094,1,1,0.0003198335
ATHENS - AAI,ATHENS - AAI,094,094,1,1,0.0001153307
ATHENS - AAJ,ATHENS - AAJ,094,094,1,1,0.0003512347
ATHENS - AAK,ATHENS - AAK,094,094,1,1,0.0000060537
ATHENS - AAL,ATHENS - AAL,094,094,1,1,0.0000130468
ATHENS - AAM,ATHENS - AAM,094,094,1,1,0.0000168964
ATHENS - AAN,ATHENS - AAN,094,094,1,1,0.0000104046
ATHENS - AAO,ATHENS - AAO,094,094,1,1,0.0000174019
ATHENS - AAP,ATHENS - AAP,094,094,1,1,0.0001697806
ATHENS - AAS,ATHENS - AAS,094,094,1,1,0.000353609
ATHENS - AAT,ATHENS - AAT,094,094,1,1,0.0000664444
