precinct,precinct_key,district_num,district_code,area_weight,vote_weight,source_votes
ASHLAND - ACA,ASHLAND - ACA,22,22,1,1,0.0042658591
ASHLAND - ACB,ASHLAND - ACB,22,22,1,1,0.0000956139
ASHLAND - ACC,ASHLAND - ACC,22,22,1,1,0.0082157823
ASHLAND - ACE,ASHLAND - ACE,22,22,1,1,0.0025911438
ASHLAND - ACF,ASHLAND - ACF,22,22,1,1,0.0032838466
ASHLAND - ACH,ASHLAND - ACH,22,22,1,1,0.0017386135
ASHLAND - ACI,ASHLAND - ACI,22,22,1,1,0.0072356188
ASHLAND - ACJ,ASHLAND - ACJ,22,22,1,1,0.0032922933
ASHLAND - ACM,ASHLAND - ACM,22,22,1,1,0.0084146532
ASHLAND - ACN,ASHLAND - ACN,22,22,1,1,0.0072140404
ASHLAND - ACO,ASHLAND - ACO,22,22,1,1,0.0035502274
ASHLAND - ACP,ASHLAND - ACP,22,22,1,1,0.0035401832
ASHLAND - ACQ,ASHLAND - ACQ,22,22,1,1,0.0046929721
ASHLAND - ACS,ASHLAND - ACS,22,22,1,1,0.0042059824
ASHLAND - ACT,ASHLAND - ACT,22,22,1,1,0.0060765438
ASHLAND - ACV,ASHLAND - ACV,22,22,1,1,0.0037769536
ASHTABULA - AAA,ASHTABULA - AAA,32,32,1,1,0.00020055
ASHTABULA - AAB,ASHTABULA - AAB,32,32,1,1,0.0000645403
ASHTABULA - AAC,ASHTABULA - AAC,32,32,1,1,0.0000656716
ASHTABULA - AAE,ASHTABULA - AAE,32,32,1,1,0.0000577454
ASHTABULA - AAH,ASHTABULA - AAH,32,32,1,1,0.0002035557
ASHTABULA - AAI,ASHTABULA - AAI,32,32,1,1,0.000231668
ASHTABULA - AAJ,ASHTABULA - AAJ,32,32,1,1,0.000330374
ASHTABULA - AAM,ASHTABULA - AAM,32,32,1,1,0.0000514084
ASHTABULA - AAN,ASHTABULA - AAN,32,32,1,1,0.0001617964
ASHTABULA - AAO,ASHTABULA - AAO,32,32,1,1,0.0001049461
ASHTABULA - AAP,ASHTABULA - AAP,32,32,1,1,0.0001214173
ASHTABULA - AAQ,ASHTABULA - AAQ,32,32,1,1,0.0000821484
ASHTABULA - AAR,ASHTABULA - AAR,32,32,1,1,0.0000380565
ASHTABULA - AAS,ASHTABULA - AAS,32,32,1,1,0.0000927798
ASHTABULA - AAT,ASHTABULA - AAT,32,32,1,1,0.0000313477
ASHTABULA - AAU,ASHTABULA - AAU,32,32,1,1,0.0001378942
ASHTABULA - AAW,ASHTABULA - AAW,32,32,1,1,0.0000476535
ASHTABULA - AAX,ASHTABULA - AAX,32,32,1,1,0.0000407121
ASHTABULA - AAY,ASHTABULA - AAY,32,32,1,1,0.0000976334
ASHTABULA - ABA,ASHTABULA - ABA,32,32,1,1,0.0000644205
ASHTABULA - ABB,ASHTABULA - ABB,32,32,1,1,0.0003011226
ASHTABULA - ABC,ASHTABULA - ABC,32,32,1,1,0.0012051106
ASHTABULA - ABD,ASHTABULA - ABD,32,32,1,1,0.000133515
ASHTABULA - ABF,ASHTABULA - ABF,32,32,1,1,0.0005681375
ASHTABULA - ABG,ASHTABULA - ABG,32,32,1,1,0.000171987
ASHTABULA - ABI,ASHTABULA - ABI,32,32,1,1,0.0029085233
ASHTABULA - ABJ,ASHTABULA - ABJ,32,32,1,1,0.0006343324
ASHTABULA - ABK,ASHTABULA - ABK,32,32,1,1,0.0002559378
ASHTABULA - ABL,ASHTABULA - ABL,32,32,1,1,0.0001697296
ASHTABULA - ABM,ASHTABULA - ABM,32,32,1,1,0.0001488207
ASHTABULA - ABN,ASHTABULA - ABN,32,32,1,1,0.000584182
ASHTABULA - ABO,ASHTABULA - ABO,32,32,1,1,0.0001949591
ASHTABULA - ABQ,ASHTABULA - ABQ,32,32,1,1,0.0001712823
ASHTABULA - ABR,ASHTABULA - ABR,32,32,1,1,0.0001100102
ASHTABULA - ABS,ASHTABULA - ABS,32,32,1,1,0.0001690048
ASHTABULA - ABT,ASHTABULA - ABT,32,32,1,1,0.0002876092
ASHTABULA - ABV,ASHTABULA - ABV,32,32,1,1,0.0001532284
ASHTABULA - ABW,ASHTABULA - ABW,32,32,1,1,0.0000729847
ASHTABULA - ABX,ASHTABULA - ABX,32,32,1,1,0.0001370566
ASHTABULA - ABY,ASHTABULA - ABY,32,32,1,1,0.0002147355
ASHTABULA - ABZ,ASHTABULA - ABZ,32,32,1,1,0.0035763129
ASHTABULA - ACA,ASHTABULA - ACA,32,32,1,1,0.0034065376
ASHTABULA - ACB,ASHTABULA - ACB,32,32,1,1,0.0003939668
ASHTABULA - ACD,ASHTABULA - ACD,32,32,1,1,0.0001332072
ASHTABULA - ACG,ASHTABULA - ACG,32,32,1,1,0.0004865091
ASHTABULA - ACH,ASHTABULA - ACH,32,32,1,1,0.0020510367
ASHTABULA - ACI,ASHTABULA - ACI,32,32,1,1,0.0001370911
ASHTABULA - ACJ,ASHTABULA - ACJ,32,32,1,1,0.0006055778
ASHTABULA - ACM,ASHTABULA - ACM,32,32,1,1,0.0004904938
ASHTABULA - ACO,ASHTABULA - ACO,32,32,1,1,0.0031373717
ASHTABULA - ACP,ASHTABULA - ACP,32,32,1,1,0.0038725333
ASHTABULA - ACQ,ASHTABULA - ACQ,32,32,1,1,0.0067259462
ASHTABULA - ACR,ASHTABULA - ACR,32,32,1,1,0.0068802937
ASHTABULA - ACS,ASHTABULA - ACS,32,32,1,1,0.0068297328
ASHTABULA - ACT,ASHTABULA - ACT,32,32,1,1,0.0064686135
ASHTABULA - ACU,ASHTABULA - ACU,32,32,1,1,0.0033746335
ASHTABULA - ACW,ASHTABULA - ACW,32,32,1,1,0.0016241992
ASHTABULA - ACX,ASHTABULA - ACX,32,32,1,1,0.0004960171
ASHTABULA - ACY,ASHTABULA - ACY,32,32,1,1,0.0006212984
ASHTABULA - ADA,ASHTABULA - ADA,32,32,1,1,0.0029485328
ASHTABULA - ADB,ASHTABULA - ADB,32,32,1,1,0.0029474846
ASHTABULA - ADC,ASHTABULA - ADC,32,32,1,1,0.0013562146
ASHTABULA - ADD,ASHTABULA - ADD,32,32,1,1,0.0069687262
ASHTABULA - ADF,ASHTABULA - ADF,32,32,1,1,0.0020427058
ASHTABULA - ADG,ASHTABULA - ADG,32,32,1,1,0.0021325047
ASHTABULA - ADH,ASHTABULA - ADH,32,32,1,1,0.0023679373
ASHTABULA - ADI,ASHTABULA - ADI,32,32,1,1,0.0001960519
ASHTABULA - ADJ,ASHTABULA - ADJ,32,32,1,1,0.0003514928
ASHTABULA - ADL,ASHTABULA - ADL,32,32,1,1,0.0001634912
ASHTABULA - ADM,ASHTABULA - ADM,32,32,1,1,0.0013268233
ASHTABULA - ADN,ASHTABULA - ADN,32,32,1,1,0.0023134439
ASHTABULA - ADO,ASHTABULA - ADO,32,32,1,1,0.0034010369
ASHTABULA - ADP,ASHTABULA - ADP,32,32,1,1,0.0034199461
ASHTABULA - ADQ,ASHTABULA - ADQ,32,32,1,1,0.0054033398
ASHTABULA - ADR,ASHTABULA - ADR,32,32,1,1,0.0053603453
ASHTABULA - ADS,ASHTABULA - ADS,32,32,1,1,0.0002490142
ASHTABULA - ADT,ASHTABULA - ADT,32,32,1,1,0.0061976203
ASHTABULA - ADU,ASHTABULA - ADU,32,32,1,1,0.0069692447
ASHTABULA - ADV,ASHTABULA - ADV,32,32,1,1,0.0012471598
ASHTABULA - ADW,ASHTABULA - ADW,32,32,1,1,0.0009561787
ASHTABULA - ADX,ASHTABULA - ADX,32,32,1,1,0.0002911242
ASHTABULA - ADZ,ASHTABULA - ADZ,32,32,1,1,0.0060879602
ASHTABULA - AEA,ASHTABULA - AEA,32,32,1,1,0.0005523827
ASHTABULA - AEB,ASHTABULA - AEB,32,32,1,1,0.0078583731
ASHTABULA - AEC,ASHTABULA - AEC,32,32,1,1,0.0019992685
ASHTABULA - AED,ASHTABULA - AED,32,32,1,1,0.0042775008
ASHTABULA - AEF,ASHTABULA - AEF,32,32,1,1,0.0071606327
ASHTABULA - AEG,ASHTABULA - AEG,32,32,1,1,0.0062766517
ASHTABULA - AEH,ASHTABULA - AEH,32,32,1,1,0.0015931518
ASHTABULA - AEI,ASHTABULA - AEI,32,32,1,1,0.0002304441
ASHTABULA - AEJ,ASHTABULA - AEJ,32,32,1,1,0.0014033402
ASHTABULA - AEK,ASHTABULA - AEK,32,32,1,1,0.0020580257
ASHTABULA - AEL,ASHTABULA - AEL,32,32,1,1,0.0003977251
ASHTABULA - AEM,ASHTABULA - AEM,32,32,1,1,0.000193299
ASHTABULA - AEO,ASHTABULA - AEO,32,32,1,1,0.0019764189
ASHTABULA - AEP,ASHTABULA - AEP,32,32,1,1,0.0006641631
ASHTABULA - AEQ,ASHTABULA - AEQ,32,32,1,1,0.0021161937
ASHTABULA - AER,ASHTABULA - AER,32,32,1,1,0.0044518365
ASHTABULA - AES,ASHTABULA - AES,32,32,1,1,0.0071880746
ASHTABULA - AEU,ASHTABULA - AEU,32,32,1,1,0.006738246
ASHTABULA - AEV,ASHTABULA - AEV,32,32,1,1,0.0035015551
ASHTABULA - AEW,ASHTABULA - AEW,32,32,1,1,0.0036360368
ASHTABULA - AEX,ASHTABULA - AEX,32,32,1,1,0.0069031761
ASHTABULA - AEZ,ASHTABULA - AEZ,32,32,1,1,0.0007884687
ATHENS - AAA,ATHENS - AAA,30,30,1,1,0.0004750325
ATHENS - AAB,ATHENS - AAB,30,30,1,1,0.0000904697
ATHENS - AAD,ATHENS - AAD,30,30,1,1,0.0004452966
ATHENS - AAE,ATHENS - AAE,30,30,1,1,0.0000280026
ATHENS - AAF,ATHENS - AAF,30,30,1,1,0.000027097
ATHENS - AAG,ATHENS - AAG,30,30,1,1,0.0000701116
ATHENS - AAH,ATHENS - AAH,30,30,1,1,0.0001717505
ATHENS - AAI,ATHENS - AAI,30,30,1,1,0.0001865587
ATHENS - AAJ,ATHENS - AAJ,30,30,1,1,0.0003469367
ATHENS - AAK,ATHENS - AAK,30,30,1,1,0.0000060535
ATHENS - AAL,ATHENS - AAL,30,30,1,1,0.0000130468
ATHENS - AAM,ATHENS - AAM,30,30,1,1,0.0000168965
ATHENS - AAN,ATHENS - AAN,30,30,1,1,0.0000309456
ATHENS - AAP,ATHENS - AAP,30,30,1,1,0.000176284
ATHENS - AAQ,ATHENS - AAQ,30,30,1,1,0.000113918
ATHENS - AAS,ATHENS - AAS,30,30,1,1,0.000425101
ATHENS - AAU,ATHENS - AAU,30,30,1,1,0.0000448445
ATHENS - AAV,ATHENS - AAV,30,30,1,1,0.0000324618
ATHENS - AAW,ATHENS - AAW,30,30,1,1,0.0000293859
ATHENS - AAX,ATHENS - AAX,30,30,1,1,0.0002936786
ATHENS - AAZ,ATHENS - AAZ,30,30,1,1,0.0000875548
ATHENS - ABB,ATHENS - ABB,30,30,1,1,0.0002451544
ATHENS - ABD,ATHENS - ABD,30,30,1,1,0.0006730471
ATHENS - ABF,ATHENS - ABF,30,30,1,1,0.0084238227
ATHENS - ABG,ATHENS - ABG,30,30,1,1,0.001643495
ATHENS - ABH,ATHENS - ABH,30,30,1,1,0.0102030955
ATHENS - ABI,ATHENS - ABI,30,30,1,1,0.0000622565
ATHENS - ABJ,ATHENS - ABJ,30,30,1,1,0.0022776019
ATHENS - ABK,ATHENS - ABK,30,30,1,1,0.0021669339
ATHENS - ABL,ATHENS - ABL,30,30,1,1,0.0009329746
ATHENS - ABM,ATHENS - ABM,30,30,1,1,0.0004808384
ATHENS - ABN,ATHENS - ABN,30,30,1,1,0.001702016
ATHENS - ABO,ATHENS - ABO,30,30,1,1,0.0085123182
ATHENS - ABP,ATHENS - ABP,30,30,1,1,0.0101642289
ATHENS - ABR,ATHENS - ABR,30,30,1,1,0.0104363748
ATHENS - ABS,ATHENS - ABS,30,30,1,1,0.0001495382
ATHENS - ABT,ATHENS - ABT,30,30,1,1,0.0022918356
ATHENS - ABU,ATHENS - ABU,30,30,1,1,0.0057081421
ATHENS - ABV,ATHENS - ABV,30,30,1,1,0.0017379603
ATHENS - ABW,ATHENS - ABW,30,30,1,1,0.0003639855
ATHENS - ABX,ATHENS - ABX,30,30,1,1,0.0065051052
ATHENS - ABY,ATHENS - ABY,30,30,1,1,0.0105337293
ATHENS - ABZ,ATHENS - ABZ,30,30,1,1,0.0100247942
ATHENS - ACB,ATHENS - ACB,30,30,1,1,0.0000665351
ATHENS - ACC,ATHENS - ACC,30,30,1,1,0.0095554154
ATHENS - ACD,ATHENS - ACD,30,30,1,1,0.00017876
ATHENS - ACE,ATHENS - ACE,30,30,1,1,0.0003590795
ATHENS - ACI,ATHENS - ACI,30,30,1,1,0.0002695517
ATHENS - ACJ,ATHENS - ACJ,30,30,1,1,0.0044647445
ATHENS - ACK,ATHENS - ACK,30,30,1,1,0.005232342
ATHENS - ACL,ATHENS - ACL,30,30,1,1,0.00289029
ATHENS - ACM,ATHENS - ACM,30,30,1,1,0.0073662195
ATHENS - ACO,ATHENS - ACO,30,30,1,1,0.0001176203
ATHENS - ACP,ATHENS - ACP,30,30,1,1,0.0086945939
ATHENS - ACR,ATHENS - ACR,30,30,1,1,0.0000135454
ATHENS - ACS,ATHENS - ACS,30,30,1,1,0.0000071502
AUGLAIZE - AAA,AUGLAIZE - AAA,12,12,1,1,0.0002245258
AUGLAIZE - AAB,AUGLAIZE - AAB,12,12,1,1,0.0000489854
AUGLAIZE - AAC,AUGLAIZE - AAC,12,12,1,1,0.0000883198
AUGLAIZE - AAD,AUGLAIZE - AAD,12,12,1,1,0.0002711072
AUGLAIZE - AAE,AUGLAIZE - AAE,12,12,1,1,0.0002312719
AUGLAIZE - AAF,AUGLAIZE - AAF,12,12,1,1,0.0004292384
AUGLAIZE - AAG,AUGLAIZE - AAG,12,12,1,1,0.0001601856
AUGLAIZE - AAH,AUGLAIZE - AAH,12,12,1,1,0.0001779715
AUGLAIZE - AAI,AUGLAIZE - AAI,12,12,1,1,0.0002146923
AUGLAIZE - AAJ,AUGLAIZE - AAJ,12,12,1,1,0.0001931498
AUGLAIZE - AAK,AUGLAIZE - AAK,12,12,1,1,0.0004858254
AUGLAIZE - AAL,AUGLAIZE - AAL,12,12,1,1,0.0002658664
AUGLAIZE - AAM,AUGLAIZE - AAM,12,12,1,1,0.0000377598
AUGLAIZE - AAN,AUGLAIZE - AAN,12,12,1,1,0.0002377257
AUGLAIZE - AAO,AUGLAIZE - AAO,12,12,1,1,0.0083405697
AUGLAIZE - AAP,AUGLAIZE - AAP,12,12,1,1,0.0071181451
AUGLAIZE - AAR,AUGLAIZE - AAR,12,12,1,1,0.0029059141
AUGLAIZE - AAS,AUGLAIZE - AAS,12,12,1,1,0.0001551099
AUGLAIZE - AAU,AUGLAIZE - AAU,12,12,1,1,0.0045081458
AUGLAIZE - AAV,AUGLAIZE - AAV,12,12,1,1,0.0003630431
AUGLAIZE - AAW,AUGLAIZE - AAW,12,12,1,1,0.0002630823
AUGLAIZE - AAX,AUGLAIZE - AAX,12,12,1,1,0.0049191392
AUGLAIZE - AAY,AUGLAIZE - AAY,12,12,1,1,0.0049548952
AUGLAIZE - AAZ,AUGLAIZE - AAZ,12,12,1,1,0.0003230828
AUGLAIZE - ABA,AUGLAIZE - ABA,12,12,1,1,0.000241159
AUGLAIZE - ABB,AUGLAIZE - ABB,12,12,1,1,0.0000827568
AUGLAIZE - ABC,AUGLAIZE - ABC,12,12,1,1,0.0076365652
AUGLAIZE - ABD,AUGLAIZE - ABD,12,12,1,1,0.0076486796
AUGLAIZE - ABF,AUGLAIZE - ABF,12,12,1,1,0.0081040964
AUGLAIZE - ABG,AUGLAIZE - ABG,12,12,1,1,0.0079492974
AUGLAIZE - ABH,AUGLAIZE - ABH,12,12,1,1,0.0068425653
AUGLAIZE - ABJ,AUGLAIZE - ABJ,12,12,1,1,0.0024120391
AUGLAIZE - ABK,AUGLAIZE - ABK,12,12,1,1,0.0068380475
AUGLAIZE - ABL,AUGLAIZE - ABL,12,12,1,1,0.0098884166
AUGLAIZE - ABN,AUGLAIZE - ABN,12,12,1,1,0.0002639827
AUGLAIZE - ABO,AUGLAIZE - ABO,12,12,1,1,0.0082873248
AUGLAIZE - ABP,AUGLAIZE - ABP,12,12,1,1,0.0072580103
AUGLAIZE - ABQ,AUGLAIZE - ABQ,12,12,1,1,0.0001828276
AUGLAIZE - ABR,AUGLAIZE - ABR,12,12,1,1,0.0001301366
BELMONT - AAA,BELMONT - AAA,30,30,1,1,0.0002267507
BELMONT - AAB,BELMONT - AAB,30,30,1,1,0.0001067982
BELMONT - AAE,BELMONT - AAE,30,30,1,1,0.0001250535
BELMONT - AAF,BELMONT - AAF,30,30,1,1,0.0001063041
BELMONT - AAH,BELMONT - AAH,30,30,1,1,0.0000834693
BELMONT - AAJ,BELMONT - AAJ,30,30,1,1,0.0000504365
BELMONT - AAK,BELMONT - AAK,30,30,1,1,0.0001116849
BELMONT - AAL,BELMONT - AAL,30,30,1,1,0.0002855688
BELMONT - AAN,BELMONT - AAN,30,30,1,1,0.0001069084
BELMONT - AAO,BELMONT - AAO,30,30,1,1,0.0001301227
BELMONT - AAP,BELMONT - AAP,30,30,1,1,0.0000936869
BELMONT - AAQ,BELMONT - AAQ,30,30,1,1,0.000048797
BELMONT - AAR,BELMONT - AAR,30,30,1,1,0.0001165812
BELMONT - AAS,BELMONT - AAS,30,30,1,1,0.0000494628
BELMONT - AAT,BELMONT - AAT,30,30,1,1,0.00012077
BELMONT - AAU,BELMONT - AAU,30,30,1,1,0.0011701174
BELMONT - AAV,BELMONT - AAV,30,30,1,1,0.001005991
BELMONT - AAW,BELMONT - AAW,30,30,1,1,0.0015513081
BELMONT - AAX,BELMONT - AAX,30,30,1,1,0.0008910688
BELMONT - AAY,BELMONT - AAY,30,30,1,1,0.0010879814
BELMONT - AAZ,BELMONT - AAZ,30,30,1,1,0.0011261605
BELMONT - ABA,BELMONT - ABA,30,30,1,1,0.000167956
BELMONT - ABB,BELMONT - ABB,30,30,1,1,0.0002627624
BELMONT - ABC,BELMONT - ABC,30,30,1,1,0.005784937
BELMONT - ABD,BELMONT - ABD,30,30,1,1,0.0000727611
BELMONT - ABE,BELMONT - ABE,30,30,1,1,0.000175933
BELMONT - ABF,BELMONT - ABF,30,30,1,1,0.0097087535
BELMONT - ABG,BELMONT - ABG,30,30,1,1,0.0100261325
BELMONT - ABH,BELMONT - ABH,30,30,1,1,0.0001124849
